
Consulta de lançamentos da empresa 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Transação;Chave;Data;Débito;*;CC Débito;Participante D;Crédito;* ;CC Crédito;Participante C;Valor;Tipo Fcont;Hist;Nº docto;Complemento;Contabilização;Status transação;Lançamento extemporâneo
298173;13405489;31/01/2025;5444;;;;7501;;;;        519.90;Não exporta;0;;2835871 DÉB.CONV.ORGÃOS GOV.;Ambas;SIM;
298586;13409603;20/01/2025;6033;;;;6670;*;;;        520.00;Não exporta;0;;TRANSFERENCIA PIX REM: ROSELEI FERREIRA LUIZ 20/01 1120417;Ambas;SIM;
298620;13409948;21/01/2025;6033;;;;6670;*;;;        520.00;Não exporta;0;;TRANSFERENCIA PIX REM: IZIDIO MARTINES GOMES 21/01 2058122;Ambas;SIM;
323947;13717413;01/01/2025;1201;;;42194;51;;;;        520.00;Não exporta;1694;;- AJUSTE DE EXERCÍCIOS ANTERIORES;Ambas;SIM;
324787;13734955;20/01/2025;6670;;;;2151;;;;        520.00;Não exporta;787;774;774 - MARCOS SARTOR;Ambas;SIM;
325016;13737244;29/01/2025;6670;;;;2151;;;;        520.00;Não exporta;787;21963;21963 - Adubos Fertipol Industria e Comercio Ltda;Ambas;SIM;
298109;13404849;27/01/2025;3417;*;;;7501;;;;        525.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.627.441-** DIARIAS LUIZ EDUARDO;Ambas;SIM;
324514;13732224;08/01/2025;6670;;;;2151;;;;        530.00;Não exporta;787;1393;1393 - BOTTAN E CIA LTDA;Ambas;SIM;
324471;13731793;07/01/2025;6670;;;;2151;;;;        530.00;Não exporta;787;1391;1391 - BALANCAS BALMAXX LTDA;Ambas;SIM;
324715;13734236;16/01/2025;6670;;;;2151;;;;        530.00;Não exporta;787;1416;1416 - BOTTAN E CIA LTDA;Ambas;SIM;
324475;13731830;07/01/2025;6670;;;;2151;;;;        535.00;Não exporta;787;1864;1864 - TERRA PRODUTIVA AGRONEGOCIOS E LOCACOES LTDA;Ambas;SIM;
325102;13738100;31/01/2025;6670;;;;2151;;;;        535.00;Não exporta;787;1904;1904 - TERRA PRODUTIVA AGRONEGOCIOS E LOCACOES LTDA;Ambas;SIM;
324296;13729863;24/01/2025;3182;;;;1201;;;33613;        539.35;Não exporta;116;416222;416222 - Abastecedora de Combustiveis America Ltda;Ambas;SIM;
298333;13407074;07/01/2025;6033;;;;6670;*;;;        540.00;Não exporta;0;;TRANSFERENCIA PIX REM: ADILSON SCARPINI 5064 07/01 1613073;Ambas;SIM;
298548;13409220;16/01/2025;6033;;;;6670;*;;;        540.00;Não exporta;0;;TRANSFERENCIA PIX REM: MIRELLA GIOVINE 16/01 1146386;Ambas;SIM;
298773;13411470;28/01/2025;6033;;;;6670;*;;;        540.00;Não exporta;0;;TRANSFERENCIA PIX REM: COMFEL DE TARUMA COME 28/01 1640458;Ambas;SIM;
324382;13730907;03/01/2025;6670;;;;2151;;;;        540.00;Não exporta;787;610;610 - ADECOAGRO VALE DO IVINHEMA S.A.;Ambas;SIM;
324482;13731903;08/01/2025;6670;;;;2151;;;;        540.00;Não exporta;787;21567;21567 - MINERACAO SANTA MARIA LTDA;Ambas;SIM;
324679;13733878;15/01/2025;6670;;;;2151;;;;        540.00;Não exporta;787;1532;1532 - TORNO FATIMA LTDA;Ambas;SIM;
324722;13734309;16/01/2025;6670;;;;2151;;;;        540.00;Não exporta;787;1875;1875 - F. A. DA COSTA LTDA;Ambas;SIM;
324769;13734777;20/01/2025;6670;;;;2151;;;;        540.00;Não exporta;787;21789;21789 - 58.296.224 ROSELI SOUZA DE OLIVEIRA GOMES;Ambas;SIM;
325018;13737260;29/01/2025;6670;;;;2151;;;;        540.00;Não exporta;787;21964;21964 - MINERACAO SANTA MARIA LTDA;Ambas;SIM;
298206;13405802;02/01/2025;1201;*;;750;6033;;;;        543.50;Não exporta;0;326090;PAGTO. NFE 326090/002 DE DOURATUBOS ACESSORIOS INDUSTRIAIS LTDA;Ambas;SIM;
298540;13409140;16/01/2025;6033;;;;6670;*;;;        544.06;Não exporta;0;;CIELO VDA CREDITO MASTER CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
298187;13405624;31/01/2025;5444;;;;7501;;;;        545.00;Não exporta;0;;2835886 DÉB.CONV.ORGÃOS GOV.;Ambas;SIM;
324832;13735402;21/01/2025;6670;;;;2151;;;;        546.00;Não exporta;787;780;780 - USINA LAGUNA - ALCOOL E ACUCAR LTDA;Ambas;SIM;
324424;13731325;06/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;1518;1518 - EDIO KILIAN;Ambas;SIM;
324526;13732349;08/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;1866;1866 - METAL ARTES ESTRUTURAS METALICAS LTDA.;Ambas;SIM;
324529;13732373;09/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;21600;21600 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324542;13732500;09/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;21614;21614 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324552;13732608;09/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;1527;1527 - EDIO KILIAN;Ambas;SIM;
324698;13734066;16/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;21753;21753 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324841;13735498;22/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;21844;21844 - UNIDAS LOCACOES E SERVICOS S/A;Ambas;SIM;
324493;13732010;08/01/2025;6670;;;;2151;;;;        550.00;Não exporta;787;21583;21583 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324253;13729358;21/01/2025;4499;;;;1201;;;4560;        550.00;Não exporta;116;11469;11469 - C.D.R.Com.Dourados de Rolamentos Ltda;Ambas;SIM;
324250;13729322;20/01/2025;3182;;;;1201;;;15441;        550.00;Não exporta;116;238028;238028 - GCM COMERCIO DE LUBRIFICANTES LTDA;Ambas;SIM;
298553;13409271;17/01/2025;6033;;;;6670;*;;;        550.00;Não exporta;0;;TED-TRANSF ELET DISPON REMET.ADECOAGRO VALE DO IV 5009818;Ambas;SIM;
298095;13404709;27/01/2025;3271;;;;7501;;;;        550.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.819.871-**;Ambas;SIM;
298048;13404237;21/01/2025;8818;;;;7501;;;;        550.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 51.391.433 0001-56 CIV 30330 TANQUE;Ambas;SIM;
324010;13718185;01/01/2025;1201;*;;1;1201;*;;1968;        551.26;Não exporta;1694;;;Ambas;SIM;
298242;13406167;03/01/2025;6033;;;;6670;*;;;        553.61;Não exporta;0;;CIELO VDA CREDITO MASTER CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
298603;13409778;20/01/2025;3123;*;;;6033;;;;        557.05;Não exporta;0;;CONTA DE LUZ ENERGISA/MS-00026869040 2686904;Ambas;SIM;
297951;13403265;09/01/2025;3182;*;;;7501;;;;        558.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 04.038.773 0001-18 LANTERNAS 24280 TANQUE;Ambas;SIM;
298643;13410172;22/01/2025;6033;;;;6670;*;;;        558.22;Não exporta;0;;TED-TRANSF ELET DISPON REMET.MT 510267 FMS CUSTEI 7067080;Ambas;SIM;
324631;13733397;14/01/2025;6670;;;;2151;;;;        560.00;Não exporta;787;21702;21702 - Missão Evangélica Caiua;Ambas;SIM;
324401;13731090;06/01/2025;6670;;;;2151;;;;        560.00;Não exporta;787;21502;21502 - Missão Evangélica Caiua;Ambas;SIM;
298518;13408925;15/01/2025;6033;;;;6670;*;;;        560.00;Não exporta;0;;TRANSFERENCIA PIX REM: JOSE EDUARDO BOENO PE 15/01 1505163;Ambas;SIM;
298324;13406981;07/01/2025;6033;;;;6670;*;;;        560.00;Não exporta;0;;TRANSFERENCIA PIX REM: JONAS DA SILVA PEREIR 07/01 1111436;Ambas;SIM;
298314;13406884;06/01/2025;6033;;;;6670;*;;;        560.00;Não exporta;0;;TRANSFERENCIA PIX REM: SUPER ACO CORTE CNC L 06/01 1729357;Ambas;SIM;
298656;13410300;23/01/2025;4952;*;;;6033;;;;        564.60;Não exporta;0;;PAGTO ELETRON COBRANCA ALARMES ALTERNATIVA LTDA 6483;Ambas;SIM;
298589;13409638;20/01/2025;6033;;;;6670;*;;;        565.00;Não exporta;0;;TRANSFERENCIA PIX REM: ROBERTO ZEFERINO WALK 20/01 1151543;Ambas;SIM;
324479;13731874;07/01/2025;6670;;;;2151;;;;        565.20;Não exporta;787;748;748 - FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA;Ambas;SIM;
298486;13408607;14/01/2025;6033;;;;6670;*;;;        567.24;Não exporta;0;;CIELO VDA DEBITO MASTER CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
298605;13409794;21/01/2025;6033;;;;6670;*;;;        570.00;Não exporta;0;;TRANSFERENCIA PIX REM: ACP BIOENERGIA LTDA 21/01 1443257;Ambas;SIM;
298624;13409980;21/01/2025;6033;;;;6670;*;;;        570.00;Não exporta;0;;TED-TRANSF ELET DISPON REMET.ADECOAGRO VALE DO IV 6654205;Ambas;SIM;
324901;13736094;24/01/2025;6670;;;;2151;;;;        570.00;Não exporta;787;21890;21890 - AGRICOLA E TRANSPORTE SANTIN LTDA;Ambas;SIM;
324359;13730672;31/01/2025;3182;;;;1201;;;41378;        573.84;Não exporta;116;245935;245935 - Rede America de Combustiveis Jk Ltda;Ambas;SIM;
298480;13408542;13/01/2025;1201;;;1;6033;;;;        575.00;Não exporta;0;4033;PAGTO. NFE 4033/001 DE DALL AGNOL & AMARO LTDA;Ambas;SIM;
297981;13403567;13/01/2025;3417;*;;;7501;;;;        575.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.627.441-** DIARIAS LUIZ EDUARDO;Ambas;SIM;
324215;13728867;14/01/2025;3182;;;;1201;;;41378;        575.09;Não exporta;116;243744;243744 - Rede America de Combustiveis Jk Ltda;Ambas;SIM;
298579;13409530;20/01/2025;6033;;;;6670;*;;;        580.00;Não exporta;0;;TRANSFERENCIA PIX REM: HIDROFORTE IND METAL 20/01 905595;Ambas;SIM;
324775;13734830;20/01/2025;6670;;;;2151;;;;        580.00;Não exporta;787;1427;1427 - HIDROFORT IND. E METAL. LTDA ME;Ambas;SIM;
298461;13408356;13/01/2025;1201;*;;5835;6033;;;;        580.00;Não exporta;0;78111;PAGTO. NFE 78111/002 DE GRANFER CAMINHOES E ONIBUS LTDA;Ambas;SIM;
324620;13733280;13/01/2025;6670;;;;2151;;;;        580.00;Não exporta;787;1406;1406 - HIDROFORT IND. E METAL. LTDA ME;Ambas;SIM;
324472;13731806;07/01/2025;6670;;;;2151;;;;        580.00;Não exporta;787;1392;1392 - HIDROFORT IND. E METAL. LTDA ME;Ambas;SIM;
324915;13736230;24/01/2025;6670;;;;2151;;;;        580.00;Não exporta;787;1552;1552 - TORRES TRANSPORTES LTDA;Ambas;SIM;
298428;13408020;13/01/2025;6033;;;;6670;*;;;        586.80;Não exporta;0;;CARTAO VISA ELECTRON CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
297972;13403478;13/01/2025;3417;*;;;7501;;;;        587.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.471.401-** DIARIAS E COMISSAO JOAO MT;Ambas;SIM;
324622;13733301;13/01/2025;6670;;;;2151;;;;        587.50;Não exporta;787;1408;1408 - PLANACON CONSTRUTORA LTDA;Ambas;SIM;
324779;13734874;20/01/2025;6670;;;;2151;;;;        587.50;Não exporta;787;1431;1431 - PLANACON CONSTRUTORA LTDA;Ambas;SIM;
298044;13404199;20/01/2025;3417;*;;;7501;;;;        589.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.949.071-** DIARIAS E UBER NAISLAN;Ambas;SIM;
324321;13730204;28/01/2025;;;;;1201;;;33981;        589.00;Não exporta;116;108179;108179 - Auto Posto Diamante do Norte Ltda;Ambas;SIM;
325017;13737252;29/01/2025;6670;;;;2151;;;;        590.00;Não exporta;787;21964;21964 - MINERACAO SANTA MARIA LTDA;Ambas;SIM;
324825;13735330;21/01/2025;6670;;;;2151;;;;        590.00;Não exporta;787;1884;1884 - AUTO PECAS. MECANICA E TORNEARIA JOAO B. NICOLA EIRELI;Ambas;SIM;
324522;13732305;08/01/2025;6670;;;;2151;;;;        590.00;Não exporta;787;1582;1582 - F P PATRONE TORNEARIA;Ambas;SIM;
298503;13408771;15/01/2025;6033;;;;6670;*;;;        590.00;Não exporta;0;;TRANSFERENCIA PIX REM: CIARAMA MAQUINAS LTDA 15/01 132568;Ambas;SIM;
298257;13406310;03/01/2025;1201;;;1;6033;;;;        593.51;Não exporta;0;130917;PAGTO. NFE 130917/001 DE MESSER GASES LTDA;Ambas;SIM;
297977;13403524;13/01/2025;3417;*;;;7501;;;;        595.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.949.071-** DIARIAS NAISLAN;Ambas;SIM;
298032;13404075;20/01/2025;3417;*;;;7501;;;;        595.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.627.441-** DIARIAS LUIZ EDUARDO;Ambas;SIM;
298108;13404830;27/01/2025;3417;*;;;7501;;;;        595.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.644.281-** DIARIAS CHINELO;Ambas;SIM;
324196;13728580;11/01/2025;3182;;;;1201;;;41378;        595.48;Não exporta;116;243508;243508 - Rede America de Combustiveis Jk Ltda;Ambas;SIM;
297982;13403575;13/01/2025;3379;*;;;7501;;;;        596.42;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.819.871-** CHURRASCO;Ambas;SIM;
297828;13402056;31/01/2025;5380;*;;;78;;;;        598.92;Não exporta;0;;0000 13105 109 PAGAMENTO DE BOLETO 13.106 BRADESCO SAUDE S A;Ambas;SIM;
324869;13735773;23/01/2025;6670;;;;2151;;;;        600.00;Não exporta;787;21874;21874 - HAPVIDA ASSISTENCIA MEDICA S.A.;Ambas;SIM;
297752;13401297;24/01/2025;78;;;;6670;*;;;        600.00;Não exporta;0;;0954 99021 870 TRANSFERÊNCIA RECEBIDA 610.954.000.040.882 24/01 17:52 JUSSARA ALVES DA ROSA ME;Ambas;SIM;
297883;13402587;06/01/2025;3271;*;;;7501;;;;        600.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.705.051-** COMISSAO RICARDO;Ambas;SIM;
297905;13402803;06/01/2025;3417;*;;;7501;;;;        600.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.979.112-** DIARIAS E COMISSAO ALESSANDRO;Ambas;SIM;
298054;13404296;21/01/2025;3174;*;;;7501;;;;        600.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.827.251-** MANUT COMPRES NOVA ANDRAD;Ambas;SIM;
298356;13407309;08/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;REM: VANILTON FERREIRA DE 08/01 1849019;Ambas;SIM;
298510;13408844;15/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;TRANSFERENCIA PIX REM: EDERSON DA SILVA SANT 15/01 1051281;Ambas;SIM;
298543;13409174;16/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;TRANSFERENCIA PIX REM: RODRIGO CARAVANTE MEN 16/01 846511;Ambas;SIM;
298593;13409670;20/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;TRANSFERENCIA PIX REM: ARAUJO E MAGRI LTDA 20/01 1722297;Ambas;SIM;
298612;13409867;21/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;TRANSFERENCIA PIX REM: 341899260 FABIO RIBEI 21/01 1606403;Ambas;SIM;
298634;13410083;22/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;TRANSFERENCIA PIX REM: BRUNA SARTOR STAMBORO 22/01 1757509;Ambas;SIM;
298808;13411829;30/01/2025;6033;;;;6670;*;;;        600.00;Não exporta;0;;TRANSFERENCIA PIX REM: WILSON PEREIRA DA SIL 30/01 1140094;Ambas;SIM;
324786;13734947;20/01/2025;6670;;;;2151;;;;        600.00;Não exporta;787;1881;1881 - ARAUJO MAGRI LTDA;Ambas;SIM;
324824;13735321;21/01/2025;6670;;;;2151;;;;        600.00;Não exporta;787;1883;1883 - EVERTON JHONY MOURA DA SILVA;Ambas;SIM;
298460;13408348;13/01/2025;1201;*;;2105;6033;;;;        603.96;Não exporta;0;22225;PAGTO. NFE 22225/001 DE POSTAUE & TEIXEIRA LTDA;Ambas;SIM;
324321;13730191;28/01/2025;3182;;;;;;;;        604.00;Não exporta;116;108179;108179 - Auto Posto Diamante do Norte Ltda;Ambas;SIM;
324695;13734030;16/01/2025;6670;;;;2151;;;;        606.00;Não exporta;787;21750;21750 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
298535;13409093;16/01/2025;6033;;;;6670;*;;;        610.00;Não exporta;0;;TRANSFERENCIA PIX REM: CLAUDIO OSVALDO BECKE 16/01 1842044;Ambas;SIM;
298700;13410741;24/01/2025;6033;;;;6670;*;;;        610.27;Não exporta;0;;CARTAO VISA ELECTRON CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
325077;13737858;31/01/2025;6670;;;;2151;;;;        612.00;Não exporta;787;21993;21993 - VICOUROS INDUSTRIA DE COUROS LTDA;Ambas;SIM;
325079;13737874;31/01/2025;6670;;;;2151;;;;        612.00;Não exporta;787;21995;21995 - TERRITORIO DO COURO LTDA;Ambas;SIM;
297955;13717642;10/01/2025;3271;;;;;;;;        614.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 505.629- ACERTO FABIANO MT;Ambas;SIM;
298323;13406973;07/01/2025;6033;;;;6670;*;;;        615.00;Não exporta;0;;TRANSFERENCIA PIX REM: JOSE CARLOS CANDIDO D 07/01 1043118;Ambas;SIM;
323969;13717693;01/01/2025;1201;*;;35955;1201;*;;1;        617.50;Não exporta;1694;;;Ambas;SIM;
325038;13737466;29/01/2025;6670;;;;2151;;;;        620.00;Não exporta;787;797;797 - MARCIO PORFIRIO DA CONCEICAO;Ambas;SIM;
298133;13405080;29/01/2025;7501;;;;6670;*;;;        620.00;Não exporta;0;;431573 CRÉD.LIQUIDAÇÃO COBRANÇA;Ambas;SIM;
324646;13733540;14/01/2025;6670;;;;2151;;;;        620.00;Não exporta;787;616;616 - ICCAP IMPLEMENTOS RODOVIARIOS LTDA;Ambas;SIM;
297702;13400797;20/01/2025;78;;;;6670;*;;;        622.00;Não exporta;0;;0000 14175 976 TED-CRÉDITO EM CONTA 366.930.544 748 0903 36878514860 GABRIEL GARCIA;Ambas;SIM;
324742;13734503;17/01/2025;6670;;;;2151;;;;        625.00;Não exporta;787;1421;1421 - ACOMIX FERRO E ACO LTDA;Ambas;SIM;
298201;13405756;02/01/2025;1201;*;;2536;6033;;;;        625.88;Não exporta;0;134769;PAGTO. NFE 134769/001 DE P. B. LOPES & CIA. LTDA;Ambas;SIM;
324256;13729382;21/01/2025;3182;;;;1201;;;41118;        627.70;Não exporta;116;15217;15217 - Posto Trevao de Piraju Ltda;Ambas;SIM;
324964;13736729;27/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;1608;1608 - ACP BIOENERGIA LTDA;Ambas;SIM;
297590;13399675;06/01/2025;78;;;;6670;*;;;        630.00;Não exporta;0;;0000 14175 976 TED-CRÉDITO EM CONTA 365.075.799 748 0903 36878514860 GABRIEL GARCIA;Ambas;SIM;
298086;13404610;27/01/2025;3417;*;;;7501;;;;        630.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.348.901-** DIARIAS JEAN;Ambas;SIM;
298299;13406736;06/01/2025;6033;;;;6670;*;;;        630.00;Não exporta;0;;TRANSFERENCIA PIX REM: ANTONIO 04915466108 06/01 855549;Ambas;SIM;
324385;13730931;03/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;1571;1571 - OCR PECAS E ACESSORIOS AUTOMOTORES LTDA;Ambas;SIM;
324430;13731385;06/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;1574;1574 - MARCIO VERRUNES PRODUTOR RURAL;Ambas;SIM;
324452;13731600;07/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;21558;21558 - ACP BIOENERGIA LTDA;Ambas;SIM;
324719;13734270;16/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;1588;1588 - MARCIO VERRUNES PRODUTOR RURAL;Ambas;SIM;
324840;13735480;22/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;21843;21843 - UNIDAS LOCACOES E SERVICOS S/A;Ambas;SIM;
324933;13736418;25/01/2025;6670;;;;2151;;;;        630.00;Não exporta;787;21911;21911 - ACP BIOENERGIA LTDA;Ambas;SIM;
325020;13737288;29/01/2025;6670;;;;2151;;;;        631.00;Não exporta;787;21967;21967 - AGROFERRAGENS ANTONIO JOAO LTDA;Ambas;SIM;
325068;13737769;30/01/2025;6670;;;;2151;;;;        635.00;Não exporta;787;1908;1908 - OSMAR BIAZETI PEREIRA;Ambas;SIM;
298539;13409131;16/01/2025;6033;;;;6670;*;;;        635.70;Não exporta;0;;CARTAO VISA ELECTRON CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
298404;13407783;10/01/2025;6033;;;;6670;*;;;        635.70;Não exporta;0;;CARTAO VISA ELECTRON CIELO S.A - INSTITUICAO DE PAG 5181933;Ambas;SIM;
324536;13732446;09/01/2025;6670;;;;2151;;;;        636.30;Não exporta;787;21608;21608 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324501;13732098;08/01/2025;6670;;;;2151;;;;        636.30;Não exporta;787;21591;21591 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324492;13732002;08/01/2025;6670;;;;2151;;;;        636.30;Não exporta;787;21582;21582 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
325100;13738080;31/01/2025;6670;;;;2151;;;;        640.00;Não exporta;787;1620;1620 - RODRIGO REIS BAPTISTA 95732691120;Ambas;SIM;
298792;13411667;29/01/2025;6033;;;;6670;*;;;        640.00;Não exporta;0;;TRANSFERENCIA PIX REM: R A RODRIGUES 29/01 2130217;Ambas;SIM;
324437;13731458;06/01/2025;6670;;;;2151;;;;        640.00;Não exporta;787;744;744 - ARIANE KLOEHN LOPES EIRELE - ME;Ambas;SIM;
324469;13731777;07/01/2025;6670;;;;2151;;;;        640.00;Não exporta;787;1389;1389 - AUTO ELETRICA DI PAULA LTDA;Ambas;SIM;
324582;13732900;10/01/2025;6670;;;;2151;;;;        640.00;Não exporta;787;21649;21649 - AGROINDUSTRIAL SAO FRANCISCO LTDA;Ambas;SIM;
298041;13404164;20/01/2025;3417;*;;;7501;;;;        640.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.644.281-** DIARIAS CHINELO;Ambas;SIM;
324692;13734006;16/01/2025;6670;;;;2151;;;;        640.00;Não exporta;787;21746;21746 - RODRIGO REIS BAPTISTA 95732691120;Ambas;SIM;
324735;13734430;17/01/2025;6670;;;;2151;;;;        640.00;Não exporta;787;21768;21768 - AGROINDUSTRIAL SAO FRANCISCO LTDA;Ambas;SIM;
298326;13407007;07/01/2025;6033;;;;6670;*;;;        640.00;Não exporta;0;;TRANSFERENCIA PIX REM: SAO C H VETERINARIO L 07/01 1340065;Ambas;SIM;
297653;13400304;10/01/2025;3409;*;;;78;;;;        640.40;Não exporta;0;54 D BB SEGURO;0000 13013 133 SEG CRÉD PROTEG EMPRESA 16.551 115.972;Ambas;SIM;
298017;13403923;17/01/2025;3280;*;;;7501;;;;        643.45;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX 57.800.347 0001-36;Ambas;SIM;
298357;13407317;08/01/2025;6033;;;;6670;*;;;        644.20;Não exporta;0;;TRANSFERENCIA PIX REM: REGINALDO LOURENCO 08/01 1900330;Ambas;SIM;
323955;13717499;01/01/2025;1201;;;41757;1201;;;1;        644.50;Não exporta;1694;;;Ambas;SIM;
324573;13732810;10/01/2025;6670;;;;2151;;;;        648.00;Não exporta;787;21638;21638 - ENERGETICA SANTA HELENA S/A - EM RECUPERACAO JUDICIAL;Ambas;SIM;
324608;13733167;13/01/2025;6670;;;;2151;;;;        648.00;Não exporta;787;21666;21666 - ENERGETICA SANTA HELENA S/A - EM RECUPERACAO JUDICIAL;Ambas;SIM;
325072;13737806;30/01/2025;6670;;;;2151;;;;        650.00;Não exporta;787;801;801 - V. F. SENA;Ambas;SIM;
297663;13400401;14/01/2025;1201;;;1;78;;;;        650.00;Não exporta;0;;PAGTO. DE KONRATZ E AGUIAR LTDA.;Ambas;SIM;
297969;13403443;13/01/2025;3417;*;;;7501;;;;        655.00;Não exporta;0;;PIX PIX EMITIDO OUTRA IF PAGAMENTO PIX ***.979.112-** DIARIAS ALESSANDRO;Ambas;SIM;
324697;13734058;16/01/2025;6670;;;;2151;;;;        660.00;Não exporta;787;21752;21752 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
324495;13732038;08/01/2025;6670;;;;2151;;;;        660.00;Não exporta;787;21586;21586 - CENTRAL ENERGETICA VICENTINA LTDA;Ambas;SIM;
324812;13735208;21/01/2025;6670;;;;2151;;;;        660.00;Não exporta;787;621;621 - ICCAP IMPLEMENTOS RODOVIARIOS LTDA;Ambas;SIM;
324397;13731058;06/01/2025;6670;;;;2151;;;;        660.00;Não exporta;787;21498;21498 - CENTRAL ENERGETICA VICENTINA LTDA;Ambas;SIM;
324867;13735757;23/01/2025;6670;;;;2151;;;;        660.00;Não exporta;787;21872;21872 - FUNDACAO DE SERVICOS DE SAUDE DE DOURADOS;Ambas;SIM;
298152;13405276;31/01/2025;5444;;;;7501;;;;        661.12;Não exporta;0;;2835865 DÉB.CONV.ORGÃOS GOV.;Ambas;SIM;
323987;13717910;01/01/2025;1201;;;20089;1201;;;1;        662.50;Não exporta;1694;;;Ambas;SIM;
297816;13401939;29/01/2025;78;;;;6670;*;;;        666.90;Não exporta;0;;7138 99015 870 TRANSFERÊNCIA RECEBIDA 557.138.000.110.016 29/01 15:23 PREFEITURA MUNIC TANGARA;Ambas;SIM;
298583;13409573;20/01/2025;6033;;;;6670;*;;;        670.00;Não exporta;0;;TRANSFERENCIA PIX REM: TRANSPORTES GF DIAS L 20/01 1006117;Ambas;SIM;
324777;13734858;20/01/2025;6670;;;;2151;;;;        670.00;Não exporta;787;1429;1429 - TRANSPORTES GF DIAS LTDA;Ambas;SIM;
324576;13732846;10/01/2025;6670;;;;2151;;;;        675.00;Não exporta;787;21640;21640 - RECUPERADORA BRAS SOLDAS LTDA;Ambas;SIM;
324564;13732721;10/01/2025;6670;;;;2151;;;;        675.00;Não exporta;787;21628;21628 - MUNICIPIO DE TANGARA DA SERRA;Ambas;SIM;
324372;13730800;03/01/2025;6670;;;;2151;;;;        675.00;Não exporta;787;21467;21467 - VIANA BARCELOS RECUPERADORA E PECAS LTDA;Ambas;SIM;
