
Consulta movimento de entradas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Fornecedor;Nome fornecedor;UF;Data entrada;Data emissão;Documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Dif. de alíq.;FEM DIFA;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;ICMS outras;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. de S.T.;Valor S.T.;Retenção PIS;Retenção Cofins;Retenção CSLL;Retenção de IR;Retenção de INSS;Débito;Crédito;Cód. obs.;Observação;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;ICMS retido;Valor do ICMS de antecipação;Pis Lucro real;Cofins lucro real;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Código de retenção PIS;Código de retenção Cofins;Código de retenção CSLL;Código de retenção IR;Código de retenção INSS;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
191;31327;Messer Gases Ltda;SP;17/01/2025;17/01/2025;572091;2.921-000;55;NFe;31;Outras;Terceiros;36600;0.00;0,00;0;0;0;0;36600;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;Nota fiscal emitida com referencia a nota fiscal 000021742-01 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e qu;0;'35250160619202003910550310005720911886761271;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
192;31327;Messer Gases Ltda;SP;17/01/2025;17/01/2025;572092;2.101-000;55;NFe;31;Prazo;Terceiros;42202.84;0.00;0,00;42202.84;7;2954.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Nota fiscal emitida com referencia a nota fiscal 000021742-01 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e qu;0;'35250160619202003910550310005720921920451508;0;0;             0,00;696.34;3207.4;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:39;Troca global;00 - Documento regular
193;28819;Maqsoldas Comercio e Representacoes Ltda;MS;14/01/2025;14/01/2025;58826;1.202-000;55;NFe;1;Prazo;Terceiros;225;0.00;0,00;225;17;38.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;DEVOL;DUPLREC;;NFe REf.: NF: 000021588 Serie: 01 Dt Emissao: 08/01/2025 Chave: 50250127479311000131550010000215881000086620;;;0;'50250100826817000113550010000588261065666925;0;0;             0,00;3.71;17.1;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:40;Troca global;00 - Documento regular
194;31869;Messer Gases Ltda;PR;06/01/2025;06/01/2025;59854;2.101-000;55;NFe;31;Prazo;Terceiros;23517.64;0.00;0,00;23517.64;7;1646.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104811765 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000598541265660188;0;0;             0,00;388.04;1787.34;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:40;Troca global;00 - Documento regular
195;31869;Messer Gases Ltda;PR;07/01/2025;07/01/2025;59875;2.101-000;55;NFe;31;Prazo;Terceiros;20098.94;0.00;0,00;20098.94;7;1406.93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. 1 - Pedido 1 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e;0;'41250160619202006693550310000598751224334510;0;0;             0,00;331.63;1527.52;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:40;Troca global;00 - Documento regular
196;31869;Messer Gases Ltda;PR;09/01/2025;09/01/2025;59915;2.101-000;55;NFe;31;Prazo;Terceiros;17913.85;0.00;0,00;17913.85;7;1253.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104792755 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000599151112905459;0;0;             0,00;295.58;1361.45;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:40;Troca global;00 - Documento regular
197;31869;Messer Gases Ltda;PR;13/01/2025;13/01/2025;60009;2.101-000;55;NFe;31;Prazo;Terceiros;22684.08;0.00;0,00;22684.08;7;1587.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104820104 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000600097144796065;0;0;             0,00;374.29;1723.99;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:40;Troca global;00 - Documento regular
198;31869;Messer Gases Ltda;PR;14/01/2025;14/01/2025;60030;2.101-000;55;NFe;31;Prazo;Terceiros;20030.57;0.00;0,00;20030.57;7;1402.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104821889 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000600301637538971;0;0;             0,00;330.5;1522.32;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:41;Troca global;00 - Documento regular
199;31869;Messer Gases Ltda;PR;16/01/2025;16/01/2025;60064;2.101-000;55;NFe;31;Prazo;Terceiros;21228.12;0.00;0,00;21228.12;7;1485.97;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104822429 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000600641115221958;0;0;             0,00;350.26;1613.34;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:41;Troca global;00 - Documento regular
200;31869;Messer Gases Ltda;PR;17/01/2025;17/01/2025;60087;2.101-000;55;NFe;31;Prazo;Terceiros;22585.54;0.00;0,00;22585.54;7;1580.99;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104822485 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000600871560721150;0;0;             0,00;372.66;1716.5;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:41;Troca global;00 - Documento regular
201;38363;Jcm de Araujo;MS;16/01/2025;16/01/2025;6014;1.556-002;55;NFe;1;Prazo;Terceiros;315;0.00;0,00;0;0;0;0;315;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;VENDA BALCAO.. VEICULO: SLW7E29. MARCA: SR. MODELO: NOMA SRT 3E PP. COR: PRETA. CHASSI: **********02769;0;'50250112687633000107550010000060141212516115;0;0;             0,00;5.2;23.94;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:41;Troca global;00 - Documento regular
202;38363;Jcm de Araujo;MS;16/01/2025;16/01/2025;6015;1.556-005;55;NFe;1;Prazo;Terceiros;90;0.00;0,00;0;0;0;0;90;0;0;0;0;0;0;0;0;0;0;0;0;0;DCMATESCR;FD;;VENDA BALCAO.. VEICULO: QAV3C26. MARCA: VOLVO. MODELO: FH 460 6X2T. COR: BRANCA. CHASSI: 9BVRG20C0LE880731;0;'50250112687633000107550010000060151212516120;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:41;Troca global;00 - Documento regular
203;31869;Messer Gases Ltda;PR;21/01/2025;21/01/2025;60158;2.101-000;55;NFe;31;Prazo;Terceiros;19423.24;0.00;0,00;19423.24;7;1359.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104830397 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000601581504971182;0;0;             0,00;320.48;1476.17;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:42;Troca global;00 - Documento regular
204;31869;Messer Gases Ltda;PR;23/01/2025;23/01/2025;60234;2.101-000;55;NFe;31;Prazo;Terceiros;19916.94;0.00;0,00;19916.94;7;1394.19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104819597 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000602341922023569;0;0;             0,00;328.63;1513.69;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:42;Troca global;00 - Documento regular
205;31869;Messer Gases Ltda;PR;24/01/2025;24/01/2025;60242;2.101-000;55;NFe;31;Prazo;Terceiros;18217.32;0.00;0,00;18217.32;7;1275.21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104791599 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000602421101756939;0;0;             0,00;300.59;1384.52;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:42;Troca global;00 - Documento regular
206;31869;Messer Gases Ltda;PR;27/01/2025;27/01/2025;60324;2.101-000;55;NFe;31;Prazo;Terceiros;19681.66;0.00;0,00;19681.66;7;1377.72;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104838207 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000603241835535021;0;0;             0,00;324.75;1495.81;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:42;Troca global;00 - Documento regular
207;31869;Messer Gases Ltda;PR;27/01/2025;27/01/2025;60325;2.101-000;55;NFe;31;Prazo;Terceiros;21500.61;0.00;0,00;21500.61;7;1505.04;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. 00374475 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte e que;0;'41250160619202006693550310000603251754522873;0;0;             0,00;354.76;1634.05;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:42;Troca global;00 - Documento regular
208;31869;Messer Gases Ltda;PR;28/01/2025;28/01/2025;60340;2.101-000;55;NFe;31;Prazo;Terceiros;19765.11;0.00;0,00;19765.11;7;1383.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104838274 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000603401672567438;0;0;             0,00;326.12;1502.15;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:43;Troca global;00 - Documento regular
209;31869;Messer Gases Ltda;PR;30/01/2025;30/01/2025;60406;2.101-000;55;NFe;31;Prazo;Terceiros;14988.99;0.00;0,00;14988.99;7;1049.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104838273 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000604061075042886;0;0;             0,00;247.32;1139.16;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:43;Troca global;00 - Documento regular
210;31869;Messer Gases Ltda;PR;30/01/2025;30/01/2025;60408;2.101-000;55;NFe;31;Prazo;Terceiros;14474.34;0.00;0,00;14474.34;7;1013.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104840808 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000604081151474847;0;0;             0,00;238.83;1100.05;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:43;Troca global;00 - Documento regular
211;31869;Messer Gases Ltda;PR;30/01/2025;30/01/2025;60425;2.101-000;55;NFe;31;Prazo;Terceiros;0;0.00;0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104842370 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000604251649197238;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:43;Troca global;02 - Documento cancelado
212;31869;Messer Gases Ltda;PR;31/01/2025;31/01/2025;60432;2.101-000;55;NFe;31;Prazo;Terceiros;23335.64;0.00;0,00;23335.64;7;1633.49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104842370 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000604321649197232;0;0;             0,00;385.04;1773.51;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:43;Troca global;00 - Documento regular
213;31869;Messer Gases Ltda;PR;31/01/2025;31/01/2025;60439;2.101-000;55;NFe;31;Prazo;Terceiros;18998.92;0.00;0,00;18998.92;7;1329.92;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMATPRIM;FD;;Telefone de atendimento ao cliente: 0800 725 4633. Ordem 104842094 Codigo do Cliente: 0100015723 Declaro que os produtos perigosos estão adequadamente classificados. embalados. identificados. e estivados para suportar os riscos das operações de transporte;0;'41250160619202006693550310000604391874100985;0;0;             0,00;313.48;1443.92;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:44;Troca global;00 - Documento regular
214;38360;Posto Estrela da Dutra Ltda;SP;28/01/2025;28/01/2025;608677;2.653-000;55;NFe;2;Prazo;Terceiros;2119.2;0.00;0,00;0;0;0;0;2119.2;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;Motorista: LUIZ EDUARDO | Ve&amp;iacute;culo: - | Inscri&amp;ccedil;&amp;atilde;o estadual: 28.422.607-6 | CPF/CNPJ: 27.479.311/0001-31 | Placa: REZ9D69 | KM: 505095 | M&amp;eacute;dia KM: 15.72 | Nome: OXIGENIO MODELO COMERCIO DE GASES LTDA ME | Tipo_id:;259.86;'35250155662191000149550020006086771006135830;0;0;             0,00;34.97;161.06;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:44;Troca global;00 - Documento regular
215;23868;Noma do Brasil Sa;PR;14/01/2025;14/01/2025;61;2.922-000;55;NFe;10;Prazo;Terceiros;80000;0.00;0,00;0;0;0;0;80000;0;0;0;0;0;0;0;0;0;0;0;0;0;COMPRAMERCREV;DUPLREC;;Trib aprox R$6280.00 Fed. R$9600.00 Est. R$0.00 Mun. Fonte: IBPT|#|COR: PRETO - 4 PINOS CONTEINERES - ANO FAB: 2025 MODELO: 2025 - CHASSI: - MARCA NOMA - MODELO STD - CAP. CARGA 32.000 KG - PBT 25.500 KG - LOTACAO (CAP. CARGA LIQUIDA) 19.800 KG - EIXOS: 3;0;'41250179131918000120550100000000611442374854;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:44;Troca global;00 - Documento regular
216;33323;Oxipora Gases Ltda;MS;04/01/2025;04/01/2025;6421;1.920-000;55;NFe;1;Outras;Terceiros;250800;0.00;0,00;0;0;0;0;250800;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;'50250111964180000148550010000064211655714780;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
217;33323;Oxipora Gases Ltda;MS;13/01/2025;13/01/2025;6453;1.920-000;55;NFe;1;Outras;Terceiros;325600;0.00;0,00;0;0;0;0;325600;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;'50250111964180000148550010000064531863706934;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
218;33323;Oxipora Gases Ltda;MS;13/01/2025;13/01/2025;6454;1.920-000;55;NFe;1;Outras;Terceiros;48400;0.00;0,00;0;0;0;0;48400;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;'50250111964180000148550010000064541617145406;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
219;33323;Oxipora Gases Ltda;MS;20/01/2025;20/01/2025;6473;1.920-000;55;NFe;1;Outras;Terceiros;255500;0.00;0,00;0;0;0;0;255500;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;'50250111964180000148550010000064731246436101;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
220;33323;Oxipora Gases Ltda;MS;20/01/2025;20/01/2025;6474;1.920-000;55;NFe;1;Outras;Terceiros;13200;0.00;0,00;0;0;0;0;13200;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;'50250111964180000148550010000064741599883245;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
221;33323;Oxipora Gases Ltda;MS;27/01/2025;27/01/2025;6502;1.920-000;55;NFe;1;Outras;Terceiros;250800;0.00;0,00;0;0;0;0;250800;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;0;'50250111964180000148550010000065021406257645;0;0;             0,00;0;0;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;16:01:39;Troca global;00 - Documento regular
222;33970;Com de Deriv de Petroleo Balduino Ltda;MT;07/01/2025;07/01/2025;67598;2.653-000;55;NFe;40;Prazo;Terceiros;297;0.00;0,00;0;0;0;0;297;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;TRIB. APROX.: R$: 26.73 (FED). R$ 56.73 (EST). R$ 0.00 (MUN) - Fonte: IBPT/empre - CF6051;;CAIXA:MARIO FRENTISTA: 42;;OXISOLDA (OXIGENIO MODELO INDUSTRIA E COMERCIO DE PLACA:QAR3I39;KM:671596 MEDIA:0.00 MOTORISTA:;Procon/MT Travessa Paes de Oliveira. S/N;0;'51250126582684000170550400000675981852745466;0;0;             0,00;4.9;22.57;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:44;Troca global;00 - Documento regular
223;33970;Com de Deriv de Petroleo Balduino Ltda;MT;08/01/2025;08/01/2025;67612;2.653-000;55;NFe;40;Prazo;Terceiros;223.42;0.00;0,00;0;0;0;0;223.42;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;TRIB. APROX.: R$: 30.05 (FED). R$ 37.98 (EST). R$ 0.00 (MUN) - Fonte: IBPT/empre - CF6051;;CAIXA:MARCOS ZEFERINO FRENTISTA: 214;;OXISOLDA (OXIGENIO MODELO INDUSTRIA E COMERCIO DE PLACA:RXF0D06;KM:123456 MEDIA:0.00 MOTORISTA:;Procon/MT Travessa Paes de Oli;0;'51250126582684000170550400000676121558252572;0;0;             0,00;3.69;16.98;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:45;Troca global;00 - Documento regular
224;33970;Com de Deriv de Petroleo Balduino Ltda;MT;10/01/2025;10/01/2025;67770;2.653-000;55;NFe;40;Prazo;Terceiros;212.02;0.00;0,00;0;0;0;0;212.02;0;0;0;0;0;0;0;0;0;0;0;0;0;DCCOMBUST;FD;;TRIB. APROX.: R$: 28.52 (FED). R$ 36.04 (EST). R$ 0.00 (MUN) - Fonte: IBPT/empre - CF6051;;CAIXA:RONIVALDO FRENTISTA: 128;;OXISOLDA (OXIGENIO MODELO INDUSTRIA E COMERCIO DE PLACA:RXF0D06;KM:111 MEDIA:0.00 MOTORISTA:LEANDRO FERNANDES;Procon/MT Travessa Pae;0;'51250126582684000170550400000677701803677630;0;0;             0,00;3.5;16.11;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:45;Troca global;00 - Documento regular
225;9843;JS FERRAGENS E FERRAMENTAS LTDA;MS;06/01/2025;06/01/2025;69830;1.556-002;55;NFe;1;Prazo;Terceiros;26.2;0.00;0,00;0;0;0;0;26.2;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 10.74 10/01/2025 26.20 MONOFASICO : 26.20;0;'50250108602550000192550010000698301100698300;0;0;             0,00;0.43;1.99;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:45;Troca global;00 - Documento regular
226;9843;JS FERRAGENS E FERRAMENTAS LTDA;MS;17/01/2025;17/01/2025;70075;1.556-002;55;NFe;1;Prazo;Terceiros;269.28;0.00;0,00;0;0;0;0;269.28;0;0;0;0;0;0;0;0;0;0;0;0;0;INSPSERV;FD;;Informacao dos Tributos Incidentes (Lei Federal 12.741/2012) R$ 110.40 12/02/2025 269.28 MONOFASICO : 269.28;0;'50250108602550000192550010000700751100700755;0;0;             0,00;4.45;20.48;0;0;0;0;0;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;KAIO;10/02/2025;17:26:51;DFE Site estadual;INDIAMARA;02/09/2025;15:16:45;Troca global;00 - Documento regular
