
Consulta movimento de saídas - 534 - OXIGENIO MODELO INDUSTRIA E COMERCIO DE GASES LTDA

Chave;Cliente;Nome cliente;UF;Data emissão;Documento;até documento;CFOP;Modelo;Espécie;Série;Condições;Emitente;Valor contábil;Base de ICMS;Alíq. de ICMS;Valor do ICMS;ICMS isentas;Outras ICMS;ICMS desonerado;Base de IPI;Valor do IPI;IPI isentos;IPI outros;Base S.T.;Alíq. S.T.;Valor S.T.;Cód. Receita PIS;Retenção PIS;Cód. Receita Cofins;Retenção Cofins;Cód. Receita CSLL;Ret. Contrib. Social;Cód. Receita IR;Retenção IR;Débito;Crédito;Cód. obs.;Observação;Cidade coleta merc.;Descrição;Desconto;Chave NF-e/CT-e/NFC-e/BP-e;Outros Impostos;PIS lucro real;Cofins lucro real;Número de série do MRC;Número da máquina;Valor de frete;Valor de seguro;Valor de outras despesas;Valor do FCP da UF de destino;Valor de ICMS para a UF de destino;Valor de ICMS para a UF do Remetente;Lançamento conferido;FCP S.T.;Materiais próprios;Materiais de terceiros;Subempreitadas;Valor retenção não efetuada;Valor ret. destacada das subemp.;CEI Obra;CNO;Tipo de serviço;Receita 15 anos;Valor 15 anos;Receita 20 anos;Valor 20 anos;Receita 25 anos;Valor 25 anos;Valor retenção adic. não efetuada;Base ICMS Concomitante;Alíquota ICMS Concomitante;Valor ICMS Concomitante;Usuário inclusão;Data inclusão;Hora inclusão;Tipo inclusão;Usuário alteração;Data alteração;Hora alteração;Tipo alteração;Situação do documento
518;5056;BS AUTO PECAS LTDA;MS;27/01/2025;1451;1451;5.102-000;55;NFe;17;Prazo;Próprio;425;425;17;72.25;0;0;0;0;0;0;425;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2091|DOCTO: ORCAMENTO 3636 - 16|Titulos: Nro 1451 Venc. 24-02-2025 Valor 425.00||Local Aplicado: AV JOAQUIM TEIXEIRA ALVES. 3144 - - CENTRO - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identifi;0;;0;'50250127479311000131550170000014511000014523;0;5.82;26.81; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:39;Troca global;00 - Documento regular
519;11356;COMANBOR - COMERCIO. IMPORTACAO E SERVICOS LTDA.;MS;27/01/2025;1452;1452;5.101-000;55;NFe;17;Prazo;Próprio;180;180;17;30.6;0;0;0;0;0;0;180;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 4762|DOCTO: ORCAMENTO 3637 - 16|Titulos: Nro 1452 Venc. 24-02-2025 Valor 180.00||Local Aplicado: R ANUNCIO RENOVATO. 4700 - QUADRA02 LOTE 12 - SITIOCAS CAMPINA VERDE - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classifi;0;;0;'50250127479311000131550170000014521000014539;0;2.47;11.35; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:39;Troca global;00 - Documento regular
520;9320387;Clc Manutencao Industrial Ltda;MS;27/01/2025;1453;1453;5.101-000;55;NFe;17;Prazo;Próprio;180;180;17;30.6;0;0;0;0;0;0;180;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 6487|DOCTO: ORCAMENTO 3638 - 16|Titulos: Nro 1453 Venc. 24-02-2025 Valor 180.00||Local Aplicado: R MARIO FEITOSA RODRIGUES. 1220 - - ALTOS DO INDAIA - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados.;0;;0;'50250127479311000131550170000014531000014544;0;2.47;11.35; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:39;Troca global;00 - Documento regular
521;9287771;MJ SOLUCOES EM LIMPEZA LTDA;MS;28/01/2025;1454;1454;5.101-000;55;NFe;17;Prazo;Próprio;170;170;17;28.9;0;0;0;0;0;0;170;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 5401|DOCTO: ORCAMENTO 3647 - 16|Titulos: Nro 1454 Venc. 25-02-2025 Valor 170.00||Local Aplicado: R JURITI. 1480 - - ESPLANADA - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e estiv;0;;0;'50250127479311000131550170000014541000014550;0;2.33;10.72; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:40;Troca global;00 - Documento regular
522;9261520;W. BRUNETTO  CIA LTDA;MS;28/01/2025;1455;1455;5.101-000;55;NFe;17;Prazo;Próprio;170;170;17;28.9;0;0;0;0;0;0;170;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 4414|DOCTO: ORCAMENTO 3648 - 16|Titulos: Nro 1455 Venc. 25-02-2025 Valor 170.00||Local Aplicado: R SEIS. 20 - - CHACARA CALIFORNIA - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e;0;;0;'50250127479311000131550170000014551000014565;0;2.33;10.72; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:40;Troca global;00 - Documento regular
523;9353935;B P PRE MOLDADOS E CONSTRUTORA LTDA;MS;28/01/2025;1456;1456;5.101-000;55;NFe;17;Prazo;Próprio;270;270;17;45.9;0;0;0;0;0;0;270;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 8482|DOCTO: ORCAMENTO 3650 - 16|Titulos: Nro 1456 Venc. 25-02-2025 Valor 270.00||Local Aplicado: RODOVIA MS 276 - APARECIDO DE SOUZA BREGUEDO - SEN. S/N - KM 00 - 800 METROS - VILA SAO PEDRO - DOURADOS - MS|Valor Aproximado dos Tributos R$ 84.9;0;;0;'50250127479311000131550170000014561000014570;0;3.7;17.03; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:40;Troca global;00 - Documento regular
524;9347872;METALURGICA DOURADOS LTDA;MS;28/01/2025;1457;1457;5.101-000;55;NFe;17;Prazo;Próprio;1139.2;1139.2;17;193.66;0;0;0;0;0;0;1139.2;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 185|DOCTO: ORCAMENTO 3651 - 16|Titulos: Nro 1457 Venc. 25-02-2025 Valor 1139.20||Local Aplicado: AV INDAIA. 180 - - ALTOS DO INDAIA - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e;0;;0;'50250127479311000131550170000014571000014586;0;15.6;71.86; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:40;Troca global;00 - Documento regular
525;27228;PLANACON CONSTRUTORA LTDA;MS;29/01/2025;1458;1458;5.101-000;55;NFe;17;Prazo;Próprio;300;300;17;51;0;0;0;0;0;0;300;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2145|DOCTO: ORCAMENTO 3658 - 16|Titulos: Nro 1458 Venc. 28-02-2025 Valor 300.00||Local Aplicado: RODOVIA ESTADUAL MS 156. 0 - KM 2.0 LADO ESQUERDO - ZONA RURAL - ITAPORA - MS|Declaro que os produtos perigosos estao adequadamente classificados.;0;;0;'50250127479311000131550170000014581000014591;0;4.11;18.92; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:40;Troca global;00 - Documento regular
526;9493;MAURO SERGIO STURARO LTDA;MS;29/01/2025;1459;1459;5.101-000;55;NFe;17;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 410|DOCTO: ORCAMENTO 3663 - 16|Titulos: Nro 1459 Venc. 26-02-2025 Valor 350.00||Local Aplicado: R PANAMBI. 0 - LOTE 13 - ZONA RURAL - DOURADOS - MS|Valor Aproximado dos Tributos R$ 110.08 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014591000014602;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:41;Troca global;00 - Documento regular
527;9352258;AUTO MECANICA CATARINENSE LTDA;MS;29/01/2025;1460;1460;5.101-000;55;NFe;17;Prazo;Próprio;180;180;17;30.6;0;0;0;0;0;0;180;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7717|DOCTO: ORCAMENTO 3664 - 16|Titulos: Nro 1460 Venc. 30-01-2025 Valor 180.00||Local Aplicado: RODOVIA MS 156 KM 2. 300 - LOTE 01 QUADRA12 - CHACARAS BELA VISTAS - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classifica;0;;0;'50250127479311000131550170000014601000014611;0;2.47;11.35; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:41;Troca global;00 - Documento regular
528;7210;HIDROFORT IND. E METAL. LTDA ME;MS;30/01/2025;1461;1461;5.101-000;55;NFe;17;Prazo;Próprio;450;450;17;76.5;0;0;0;0;0;0;450;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 1242|DOCTO: ORCAMENTO 3671 - 16|Titulos: Nro 1461 Venc. 31-01-2025 Valor 450.00||Local Aplicado: RUA HAYEL BON FAKER. 72 - - JD RASSELEN - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificad;0;;0;'50250127479311000131550170000014611000014627;0;6.16;28.38; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:41;Troca global;00 - Documento regular
529;9294329;CELSO DE SOUZA GONCALVES TORNEARIA ME;MS;30/01/2025;1462;1462;5.101-000;55;NFe;17;Prazo;Próprio;1529.5;1529.5;17;260.02;0;0;0;0;0;0;1529.5;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 3392|DOCTO: ORCAMENTO 3672 - 16|Titulos: Nro 1462 Venc. 27-02-2025 Valor 1529.50||Local Aplicado: R CABRAL. 790 - - VILA INDUSTRIAL - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e;0;;0;'50250127479311000131550170000014621000014632;0;20.94;96.48; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:41;Troca global;00 - Documento regular
530;9342180;MONTSOLDA MONTAGENS INDUSTRIAIS LTDA;MS;30/01/2025;1463;1463;5.101-000;55;NFe;17;Prazo;Próprio;1400;1400;17;238;0;0;0;0;0;0;1400;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7435|DOCTO: ORCAMENTO 3673 - 16|Titulos: Nro 1463 Venc. 27-02-2025 Valor 1400.00||Local Aplicado: RUA CARLOS NEI SIMIOLI COQUEMALA. 30 - - PARQUE RINCAO II - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. emb;0;;0;'50250127479311000131550170000014631000014648;0;19.17;88.31; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:41;Troca global;00 - Documento regular
531;9493;MAURO SERGIO STURARO LTDA;MS;30/01/2025;1464;1464;5.101-000;55;NFe;17;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 410|DOCTO: ORCAMENTO 3677 - 16|Titulos: Nro 1464 Venc. 27-02-2025 Valor 350.00||Local Aplicado: R PANAMBI. 0 - LOTE 13 - ZONA RURAL - DOURADOS - MS|Valor Aproximado dos Tributos R$ 110.08 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014641000014653;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:41;Troca global;00 - Documento regular
532;9341389;VANESSA DA SILVEIRA VOZNI;MS;30/01/2025;1465;1465;5.101-000;55;NFe;17;Prazo;Próprio;340;340;17;57.8;0;0;0;0;0;0;340;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7679|DOCTO: ORCAMENTO 3679 - 16|Titulos: Nro 1465 Venc. 27-02-2025 Valor 340.00||Local Aplicado: RUA PALMEIRAS. 1025 - - JARDIM SAO PEDRO - DOURADOS - MS|Valor Aproximado dos Tributos R$ 106.93 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014651000014669;0;4.66;21.45; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:42;Troca global;00 - Documento regular
533;9360897;INOVE SOLUCOES VISUAIS LTDA;MS;31/01/2025;1466;1466;5.101-000;55;NFe;17;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 8013|DOCTO: ORCAMENTO 3684 - 16|Titulos: Nro 1466 Venc. 28-02-2025 Valor 350.00||Local Aplicado: AVENIDA JOAQUIM TEIXEIRA ALVES. 355 - - JARDIM CLIMAX - DOURADOS - MS|Valor Aproximado dos Tributos R$ 110.08 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014661000014674;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:42;Troca global;00 - Documento regular
534;9269817;ENGETAL   MECANICA INDUSTRIAL LTDA;MS;31/01/2025;1467;1467;5.101-000;55;NFe;17;Prazo;Próprio;300;300;17;51;0;0;0;0;0;0;300;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 4482|DOCTO: ORCAMENTO 3686 - 16|Titulos: Nro 1467 Venc. 02-03-2025 Valor 300.00||Local Aplicado: RUA WILSON DIAS PINTO. 1520 - - JARDIM MARCIA - DOURADOS - MS|Valor Aproximado dos Tributos R$ 94.35 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014671000014680;0;4.11;18.92; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:42;Troca global;00 - Documento regular
535;9266509;SHD SISTEMAS HIDRAULICOS E PECAS LTDA;MS;31/01/2025;1468;1468;5.101-000;55;NFe;17;Prazo;Próprio;180;180;17;30.6;0;0;0;0;0;0;180;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 3840|DOCTO: ORCAMENTO 3688 - 16|Titulos: Nro 1468 Venc. 02-03-2025 Valor 180.00||Local Aplicado: ROD BR 163 - MARGINAL LESTE. 2860 - - SITIOCA CAMPO BELO III - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. e;0;;0;'50250127479311000131550170000014681000014695;0;2.47;11.35; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:42;Troca global;00 - Documento regular
536;9325887;ELSO GONCALVES DOS SANTOS - MONTAGENS INDUSTRIAIS;PR;31/01/2025;1469;1469;5.101-000;55;NFe;17;Prazo;Próprio;1210;1210;17;205.7;0;0;0;0;0;0;1210;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 7116|DOCTO: ORCAMENTO 3689 - 16|Titulos: Nro 1469 Venc. 28-02-2025 Valor 1210.00||Local Aplicado: FRIGORIFICO SEARA BR 163 -DOURADOS-MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificados. e estivados p;0;;0;'50250127479311000131550170000014691000014706;0;16.57;76.32; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:42;Troca global;00 - Documento regular
537;9367011;PLUSMAQ EQUIPAMENTOS LTDA;PR;31/01/2025;1470;1470;6.101-000;55;NFe;17;Prazo;Próprio;400;400;12;48;0;0;0;0;0;0;400;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 8291|DOCTO: ORCAMENTO 3690 - 16|Titulos: Nro 1470 Venc. 28-02-2025 Valor 400.00||Local Aplicado: RUA VICTOR HUGO. 0051 - - JARDIM PORTO ALEGRE - TOLEDO - PR|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identif;0;;0;'50250127479311000131550170000014701000014715;0;5.81;26.75; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:43;Troca global;00 - Documento regular
538;9293935;BOTTAN E CIA LTDA;MS;31/01/2025;1471;1471;5.101-000;55;NFe;17;Prazo;Próprio;350;350;17;59.5;0;0;0;0;0;0;350;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 6938|DOCTO: ORCAMENTO 3691 - 16|Titulos: Nro 1471 Venc. 28-02-2025 Valor 350.00||Local Aplicado: AL FABIO. 0 - BR 163 KM 02 - JARDIM ALHAMBRA - DOURADOS - MS|Valor Aproximado dos Tributos R$ 110.08 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014711000014720;0;4.79;22.08; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:43;Troca global;00 - Documento regular
539;10752;3A MAQUINAS E TRANSPORTES LTDA;MS;31/01/2025;1472;1472;5.101-000;55;NFe;17;Prazo;Próprio;185;185;17;31.45;0;0;0;0;0;0;185;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 3665|DOCTO: ORCAMENTO 3692 - 16|Titulos: Nro 1472 Venc. 02-03-2025 Valor 185.00||Local Aplicado: ROD 163 KM 195. 0 - - PARQUE DAS NACOES - DOURADOS - MS|Declaro que os produtos perigosos estao adequadamente classificados. embalados. identificad;0;;0;'50250127479311000131550170000014721000014736;0;2.53;11.67; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:43;Troca global;00 - Documento regular
540;11250;AUTO ELETRICA DI PAULA LTDA;MS;31/01/2025;1473;1473;5.101-000;55;NFe;17;Prazo;Próprio;320;320;17;54.4;0;0;0;0;0;0;320;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;IDCLIENTE: 2775|DOCTO: ORCAMENTO 3693 - 16|Titulos: Nro 1473 Venc. 28-02-2025 Valor 320.00||Local Aplicado: R DOS COQUEIROS. 435 - - JARDIM COLIBRI - DOURADOS - MS|Valor Aproximado dos Tributos R$ 100.64 (31.45%) Fonte: IBPT|;0;;0;'50250127479311000131550170000014731000014741;0;4.38;20.19; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:43;Troca global;00 - Documento regular
541;9360077;OXIGENIO RONDONOPOLIS COMERCIO DE GASES LTDA;MT;21/01/2025;21823;21823;6.101-000;55;NFe;1;Prazo;Próprio;5650;5650;12;678;0;0;0;0;0;0;5650;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87566/1 Venc. 21-01-2025 Valor 5650.00|Local de Entrega: AVENIDA DOS TAMOIOS. 362 - - PARQUE OHARA - CUIABA - MT|Valor Aproximado dos Tributos R$1.776.93 (31.45%) Fonte: IBPT||;0;;0;'50250127479311000131550010000218231000088978;0;82.04;377.87; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:43;Troca global;00 - Documento regular
542;9374719;MUNICIPIO DE CAMPO VERDE;MT;21/01/2025;21824;21824;6.101-000;55;NFe;1;Prazo;Próprio;282.5;282.5;12;33.9;0;0;0;0;0;0;282.5;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 15905 (PEDIDO 39997) NAD 16281/2024|Titulos: Nro 85555/1 Venc. 18-02-2025 Valor 282.50|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E;0;;0;'50250127479311000131550010000218241000088983;0;4.1;18.89; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:44;Troca global;00 - Documento regular
543;9307679;AGRICOLA E TRANSPORTE SANTIN LTDA;MS;21/01/2025;21825;21825;5.101-000;55;NFe;1;Prazo;Próprio;380;380;17;64.6;0;0;0;0;0;0;380;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87574/1 Venc. 18-02-2025 Valor 380.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000218251000088999;0;5.2;23.97; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:44;Troca global;00 - Documento regular
544;9293816;Oxigenio Modelo Industria e Comercio de Gases Ltda;MS;21/01/2025;21826;21826;5.904-000;55;NFe;1;Outras;Próprio;546;546;17;92.82;0;0;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;MANIFESTO 2693 - Veiculo: QAF9E13|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|EMITIDA NOS TER;0;;0;'50250127479311000131550010000218261000089003;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:48;Troca global;00 - Documento regular
545;16758;AGROINDUSTRIAL SAO FRANCISCO LTDA;MS;21/01/2025;21827;21827;5.101-000;55;NFe;1;Prazo;Próprio;800;800;17;136;0;0;0;0;0;0;800;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16500|Titulos: Nro 87576/1 Venc. 18-02-2025 Valor 800.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA R;0;;0;'50250127479311000131550010000218271000089027;0;10.95;50.47; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:44;Troca global;00 - Documento regular
546;9298705;OXIPORA GASES LTDA;MS;21/01/2025;21828;21828;5.101-000;55;NFe;1;Prazo;Próprio;9394.82;9394.82;17;1597.13;0;0;0;0;0;0;9394.82;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;PEDIDO 16504|Titulos: Nro 87584/1 Venc. 18-02-2025 Valor 9394.82|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA;0;;0;'50250127479311000131550010000218281000089032;0;128.65;592.61; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:44;Troca global;00 - Documento regular
547;9298705;OXIPORA GASES LTDA;MS;21/01/2025;21830;21830;5.920-000;55;NFe;1;Outras;Próprio;19800;0;0;0;0;19800;0;0;0;0;0;0;0;0;;0;;0;;0;0;0;;;;PEDIDO 16505|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACAO.|Local de Entrega: AV BRASIL. 743 - -;0;;0;'50250127479311000131550010000218301000089049;0;0;0; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;INDIAMARA;02/09/2025;16:28:48;Troca global;00 - Documento regular
548;9376889;DAIANA CARLA BRESCIANE;MS;21/01/2025;21831;21831;5.101-000;55;NFe;1;Prazo;Próprio;100;100;17;17;0;0;0;0;0;0;100;0;0;0;;0;;0;;0;0;0;DUPLREC;REVENDAP;;|Titulos: Nro 87587/1 Venc. 21-01-2025 Valor 100.00|DECLARO QUE OS PRODUTOS PERIGOSOS ESTAO ADEQUADAMENTE CLASSIFICADOS. EMBALADOS. IDENTIFICADOS. E ESTIVADOS PARA SUPORTAR OS RISCOS DAS OPERACOES DE TRANSPORTE E QUE ATENDEM AS EXIGENCIAS DA REGULAMENTACA;0;;0;'50250127479311000131550010000218311000089054;0;1.37;6.31; ; ;0;0;0;0;0;0;NÃO;0;;;;;;;;;;;;;;;;0;0;0;KAIO;10/02/2025;17:22:27;Importação XML;ODIVAL;08/09/2025;09:45:44;Troca global;00 - Documento regular
